Register,local-authority-code,register-and-code,local-authority-type,local-authority-type-name,overlapping-la,official-name,alt-name-1,alt-name-2,alt-name-3,start-date,end-date,gss-code,archaic-gss-code,old-ons-la-code,ofcom,snac,os,ecode,notes
local-authority-eng,POL,local-authority-eng:POL,UA,Unitary authority,,Borough of Poole,Poole,Poole UA,,01-04-97,,E06000029,,836,00-HP,00HP,7000000000038330,E1201,
local-authority-eng,PLY,local-authority-eng:PLY,UA,Unitary authority,,Plymouth City Council,Plymouth,Plymouth UA,,01-04-98,,E06000026,,879,00-HG,00HG,7000000000038870,E1101,
local-authority-eng,OLD,local-authority-eng:OLD,MD,Metropolitan district,,Oldham Metropolitan Borough Council,Oldham,,,07-06-05,,E08000004,,353,00-BP,00BP,7000000000018690,E4204,
local-authority-eng,NTY,local-authority-eng:NTY,MD,Metropolitan district,,North Tyneside Council,North Tyneside,,,01-04-74,,E08000022,,392,00-CK,00CK,7000000000009690,E4503,
local-authority-eng,NSM,local-authority-eng:NSM,UA,Unitary authority,,North Somerset  Council,North Somerset,North Somerset UA,,01-04-96,,E06000024,,802,00-HC,00HC,7000000000025500,E0104,
local-authority-eng,NLN,local-authority-eng:NLN,UA,Unitary authority,,North Lincolnshire Council,North Lincolnshire,North Lincolnshire UA,,01-04-96,,E06000013,,813,00-FD,00FD,7000000000025620,E2004,
local-authority-eng,NGM,local-authority-eng:NGM,UA,Unitary authority,,Nottingham City Council,Nottingham,City of Nottingham UA,Nottingham UA,20-06-05,,E06000018,,892,00-FY,00FY,7000000000038850,E3001,
local-authority-eng,NET,local-authority-eng:NET,MD,Metropolitan district,,Newcastle City Council,Newcastle upon Tyne,,,01-04-74,,E08000021,,391,00-CJ,00CJ,7000000000009780,E4502,
local-authority-eng,NEL,local-authority-eng:NEL,UA,Unitary authority,,North East Lincolnshire Council,North East Lincolnshire,North East Lincolnshire UA,,01-04-96,,E06000012,,812,00-FC,00FC,7000000000025650,E2003,
local-authority-eng,NBL,local-authority-eng:NBL,UA,Unitary authority,,Northumberland County Council,Northumberland,Northumberland UA,,01-04-09,,E06000057,E06000048,929,,00EM,7000000000043670,E2901,
local-authority-eng,MIK,local-authority-eng:MIK,UA,Unitary authority,,Milton Keynes Council,Milton Keynes,Milton Keynes UA,,19-06-05,,E06000042,,826,00-MG,00MG,7000000000038410,E0401,
local-authority-eng,MDW,local-authority-eng:MDW,UA,Unitary authority,,Medway Council,Medway,The Medway Towns UA,Medway Towns UA,01-04-98,,E06000035,,887,00-LC,00LC,7000000000038900,E2201,
local-authority-eng,MDB,local-authority-eng:MDB,UA,Unitary authority,,Middlesbrough Borough Council,Middlesbrough,Middlesbrough UA,,18-06-05,,E06000002,,806,00-EC,00EC,7000000000025580,E0702,
local-authority-eng,MAN,local-authority-eng:MAN,MD,Metropolitan district,,Manchester City Council,Manchester,,,01-04-74,,E08000003,,352,00-BN,00BN,7000000000018820,E4203,
local-authority-eng,LUT,local-authority-eng:LUT,UA,Unitary authority,,Luton Borough Council,Luton,Luton UA,,19-06-05,,E06000032,,821,00-KA,00KA,7000000000037530,E0201,
local-authority-eng,LIV,local-authority-eng:LIV,MD,Metropolitan district,,Liverpool City Council,Liverpool,,,08-06-05,,E08000012,,341,00-BY,00BY,7000000000005970,E4302,
local-authority-eng,LDS,local-authority-eng:LDS,MD,Metropolitan district,,Leeds City Council,Leeds,,,08-06-05,,E08000035,,383,00-DA,00DA,7000000000016670,E4704,
local-authority-eng,LCE,local-authority-eng:LCE,UA,Unitary authority,,Leicester City Council,Leicester,Leicester City UA,Leicester UA,19-06-05,,E06000016,,856,00-FN,00FN,7000000000037530,E2401,
local-authority-eng,KWL,local-authority-eng:KWL,MD,Metropolitan district,,Knowsley Metropolitan Borough Council,Knowsley,,,01-04-74,,E08000011,,340,00-BX,00BX,7000000000044500,E4301,
local-authority-eng,KIR,local-authority-eng:KIR,MD,Metropolitan district,,Kirklees Council,Kirklees,,,01-04-74,,E08000034,,382,00-CZ,00CZ,7000000000016660,E4703,
local-authority-eng,KHL,local-authority-eng:KHL,UA,Unitary authority,,Hull City Council,Kingston upon Hull,"Kingston upon Hull, City of",Kingston Upon Hull UA,01-04-96,,E06000010,,810,00-FA,00FA,7000000000025630,E2002,
local-authority-eng,IOW,local-authority-eng:IOW,UA,Unitary authority,,Isle of Wight Council,Isle of Wight,Isle Of Wight UA,,17-06-05,,E06000046,,921,00-MW,00MW,7000000000025460,E2101,
local-authority-eng,IOS,local-authority-eng:IOS,UA,Unitary authority,,Council of the Isles of Scilly,Isles of Scilly,,,01-04-74,,E06000053,,420,00-HF,00HF,7000000000043970,E4001,
local-authority-eng,HPL,local-authority-eng:HPL,UA,Unitary authority,,Hartlepool Borough Council,Hartlepool,Hartlepool UA,,18-06-05,,E06000001,,805,00-EB,00EB,7000000000025580,E0701,
local-authority-eng,HEF,local-authority-eng:HEF,UA,Unitary authority,,Herefordshire Council,Herefordshire,Herefordshire UA,,01-04-98,,E06000019,,884,00-GA,00GA,7000000000038900,E1801,
local-authority-eng,HAL,local-authority-eng:HAL,UA,Unitary authority,,Halton Borough Council,Halton,Halton UA,,01-04-98,,E06000006,,876,00-ET,00ET,7000000000038840,E0601,
local-authority-eng,GAT,local-authority-eng:GAT,MD,Metropolitan district,,Gateshead Metropolitan Borough Council,Gateshead,,,01-04-74,,E08000037,E08000020,390,,00CH,7000000000009710,E4501,
local-authority-eng,ERY,local-authority-eng:ERY,UA,Unitary authority,,East Riding of Yorkshire Council,East Riding of Yorkshire,East Riding Of Yorkshire UA,,01-04-96,,E06000011,,811,00-FB,00FB,7000000000025630,E2001,
local-authority-eng,DUR,local-authority-eng:DUR,UA,Unitary authority,,Durham County Council,County Durham,Durham,Durham UA,01-04-09,,E06000047,,840,00-EJ,00EJ,7000000000043600,E1302,
local-authority-eng,DUD,local-authority-eng:DUD,MD,Metropolitan district,,Dudley Metropolitan Borough Council,Dudley,,,01-04-74,,E08000027,,332,00-CR,00CR,7000000000000100,E4603,
local-authority-eng,DNC,local-authority-eng:DNC,MD,Metropolitan district,,Doncaster Metropolitan Borough Council,Doncaster,,,01-04-74,,E08000017,,371,00-CE,00CE,7000000000009080,E4402,
local-authority-eng,DAL,local-authority-eng:DAL,UA,Unitary authority,,Darlington Borough Council,Darlington,Darlington UA,,01-04-97,,E06000005,,841,00-EH,00EH,7000000000038400,E1301,
local-authority-eng,COV,local-authority-eng:COV,MD,Metropolitan district,,Coventry City Council,Coventry,,,01-04-74,,E08000026,,331,00-CQ,00CQ,7000000000000030,E4602,
local-authority-eng,CON,local-authority-eng:CON,UA,Unitary authority,,Cornwall Council,Cornwall,Cornwall UA,,01-04-09,,E06000052,,908,00-HE,00HE,7000000000043750,E0801,
local-authority-eng,CLD,local-authority-eng:CLD,MD,Metropolitan district,,Calderdale Metropolitan Borough Council,Calderdale,,,01-04-74,,E08000033,,381,00-CY,00CY,7000000000016710,E4702,
local-authority-eng,CHW,local-authority-eng:CHW,UA,Unitary authority,,Cheshire West and Chester Council,Cheshire West and Chester,Cheshire West And Chester UA,,01-04-09,,E06000050,,896,00-EW,00EW,7000000000043550,E0604,
local-authority-eng,CHE,local-authority-eng:CHE,UA,Unitary authority,,Cheshire East Council,Cheshire East,Cheshire East UA,,01-04-09,,E06000049,,895,00-EQ,00EQ,7000000000043550,E0603,
local-authority-eng,CBF,local-authority-eng:CBF,UA,Unitary authority,,Central Bedfordshire Council,Central Bedfordshire,Central Bedfordshire UA,,01-04-09,,E06000056,,823,00-KC,00KC,7000000000043870,E0203,
local-authority-eng,BUR,local-authority-eng:BUR,MD,Metropolitan district,,Bury Metropolitan Borough Council,Bury,,,01-04-74,,E08000002,,351,00-BM,00BM,7000000000018840,E4202,
local-authority-eng,BST,local-authority-eng:BST,UA,Unitary authority,,Bristol City Council,City of Bristol,"Bristol, City of",Bristol UA,18-06-05,,E06000023,,801,00-HB,00HB,7000000000025520,E0102,
local-authority-eng,BRD,local-authority-eng:BRD,MD,Metropolitan district,,City of Bradford Metropolitan District Council,Bradford,,,01-04-74,,E08000032,,380,00-CX,00CX,7000000000016720,E4701,
local-authority-eng,BRC,local-authority-eng:BRC,UA,Unitary authority,,Bracknell Forest Council,Bracknell Forest,Bracknell Forest UA,,01-04-98,,E06000036,,867,00-MA,00MA,7000000000038890,E0301,
local-authority-eng,BPL,local-authority-eng:BPL,UA,Unitary authority,,Blackpool Borough Council,Blackpool,Blackpool UA,,20-06-05,,E06000009,,890,00-EY,00EY,7000000000038860,E2302,
local-authority-eng,BOL,local-authority-eng:BOL,MD,Metropolitan district,,Bolton Metropolitan Borough Council,Bolton,,,01-04-74,,E08000001,,350,00-BL,00BL,7000000000018830,E4201,
local-authority-eng,BNS,local-authority-eng:BNS,MD,Metropolitan district,,Barnsley Metropolitan Borough Council,Barnsley,,,01-04-74,,E08000016,,370,00-CC,00CC,7000000000009180,E4401,
local-authority-eng,BNH,local-authority-eng:BNH,UA,Unitary authority,,Brighton and Hove City Council,Brighton and Hove,Brighton & Hove UA,,19-06-05,,E06000043,,846,00-ML,00ML,7000000000036740,E1401,
local-authority-eng,BMH,local-authority-eng:BMH,UA,Unitary authority,,Bournemouth Borough Council,Bournemouth,Bournemouth UA,,19-06-05,,E06000028,,837,00-HN,00HN,7000000000038340,E1202,
local-authority-eng,BIR,local-authority-eng:BIR,MD,Metropolitan district,,Birmingham City Council,Birmingham,,,01-07-96,,E08000025,,330,00-CN,00CN,7000000000000010,E4601,
local-authority-eng,BDF,local-authority-eng:BDF,UA,Unitary authority,,Bedford Borough Council,Bedford,Bedford UA,,01-04-09,,E06000055,,822,00-KB,00KB,7000000000043870,E0202,
local-authority-eng,BBD,local-authority-eng:BBD,UA,Unitary authority,,Blackburn with Darwen Borough Council,Blackburn with Darwen,Blackburn With Darwen UA,,01-04-98,,E06000008,,889,00-EX,00EX,7000000000038840,E2301,
local-authority-eng,BAS,local-authority-eng:BAS,UA,Unitary authority,,Bath and North East Somerset Council,Bath and North East Somerset,Bath & North East Somerset UA,,01-04-96,,E06000022,,800,00-HA,00HA,7000000000025550,E0101,
local-authority-sct,ABD,local-authority-sct:ABD,,,,Aberdeenshire Council,Aberdeenshire,,,18-06-05,,S12000034,,,00-QB,00QB,7000000000030110,,
local-authority-sct,ABE,local-authority-sct:ABE,,,,Aberdeen City Council,Aberdeen City,,,18-06-05,,S12000033,,,00-QA,00QA,7000000000030420,,
local-authority-sct,AGB,local-authority-sct:AGB,,,,Argyll and Bute Council,Argyll and Bute,,,18-06-05,,S12000035,,,00-QD,00QD,7000000000030100,,
local-authority-sct,ANS,local-authority-sct:ANS,,,,Angus Council,Angus,,,18-06-05,,S12000041,,,00-QC,00QC,7000000000030210,,
local-authority-sct,CLK,local-authority-sct:CLK,,,,Clackmannanshire Council,Clackmannanshire,,,18-06-05,,S12000005,,,00-QF,00QF,7000000000030410,,
local-authority-sct,DGY,local-authority-sct:DGY,,,,Dumfries and Galloway Council,Dumfries and Galloway,Dumfries & Galloway Council,,18-06-05,,S12000006,,,00-QH,00QH,7000000000031900,,
local-authority-sct,DND,local-authority-sct:DND,,,,Dundee City Council,Dundee City,,,18-06-05,,S12000042,,,00-QJ,00QJ,7000000000030210,,
local-authority-sct,EAY,local-authority-sct:EAY,,,,East Ayrshire Council,East Ayrshire,,,18-06-05,,S12000008,,,00-QK,00QK,7000000000043390,,
local-authority-sct,EDH,local-authority-sct:EDH,,,,City of Edinburgh Council,City of Edinburgh,,,18-06-05,,S12000036,,,00-QP,00QP,7000000000030500,,
local-authority-sct,EDU,local-authority-sct:EDU,,,,East Dunbartonshire Council,East Dunbartonshire,,,18-06-05,,S12000045,S12000009,,00-QL,00QL,7000000000030500,,
local-authority-sct,ELN,local-authority-sct:ELN,,,,East Lothian Council,East Lothian,,,18-06-05,,S12000010,,,00-QM,00QM,7000000000030500,,
local-authority-sct,ELS,local-authority-sct:ELS,,,,Comhairle nan Eilean Siar,Eilean Siar,Western Isles Council,Na h-Eileanan Siar,18-06-05,,S12000013,,,00-RJ,00RJ,7000000000030020,,
local-authority-sct,ERW,local-authority-sct:ERW,,,,East Renfrewshire Council,East Renfrewshire,,,18-06-05,,S12000011,,,00-QN,00QN,7000000000030840,,
local-authority-sct,FAL,local-authority-sct:FAL,,,,Falkirk Council,Falkirk,,,18-06-05,,S12000014,,,00-QQ,00QQ,7000000000030500,,
local-authority-sct,FIF,local-authority-sct:FIF,,,,Fife Council,Fife,,,18-06-05,,S12000015,,,00-QR,00QR,7000000000030410,,
local-authority-sct,GLG,local-authority-sct:GLG,,,,Glasgow City Council,Glasgow City,,,18-06-05,,S12000046,S12000043 ,,00-QS,00QS,7000000000030630,,
local-authority-sct,HLD,local-authority-sct:HLD,,,,The Highland Council,Highland,Highland Council,,18-06-05,,S12000017,,,00-QT,00QT,7000000000029630,,
local-authority-sct,IVC,local-authority-sct:IVC,,,,Inverclyde Council,Inverclyde,,,18-06-05,,S12000018,,,00-QU,00QU,7000000000030620,,
local-authority-sct,MLN,local-authority-sct:MLN,,,,Midlothian Council,Midlothian,,,18-06-05,,S12000019,,,00-QW,00QW,7000000000030630,,
local-authority-sct,MRY,local-authority-sct:MRY,,,,The Moray Council,Moray,Moray Council,,18-06-05,,S12000020,,,00-QX,00QX,7000000000029950,,
local-authority-sct,NAY,local-authority-sct:NAY,,,,North Ayrshire Council,North Ayrshire,,,18-06-05,,S12000021,,,00-QY,00QY,7000000000030620,,
local-authority-sct,NLK,local-authority-sct:NLK,,,,North Lanarkshire Council,North Lanarkshire,,,18-06-05,,S12000044,,,00-QZ,00QZ,7000000000030500,,
local-authority-sct,ORK,local-authority-sct:ORK,,,,Orkney Islands Council,Orkney Islands,,,18-06-05,,S12000023,,,00-RA,00RA,7000000000029960,,
local-authority-sct,PKN,local-authority-sct:PKN,,,,Perth and Kinross Council,Perth and Kinross,,,18-06-05,,S12000024,,,00-RB,00RB,7000000000030110,,
local-authority-sct,RFW,local-authority-sct:RFW,,,,Renfrewshire Council,Renfrewshire,,,18-06-05,,S12000038,,,00-RC,00RC,7000000000030630,,
local-authority-sct,SAY,local-authority-sct:SAY,,,,South Ayrshire Council,South Ayrshire,,,18-06-05,,S12000028,,,00-RE,00RE,7000000000043390,,
local-authority-sct,SCB,local-authority-sct:SCB,,,,Scottish Borders Council,The Scottish Borders,,,18-06-05,,S12000026,,,00-QE,00QE,7000000000036550,,
local-authority-sct,SLK,local-authority-sct:SLK,,,,South Lanarkshire Council,South Lanarkshire,,,18-06-05,,S12000029,,,00-RF,00RF,7000000000030840,,
local-authority-sct,STG,local-authority-sct:STG,,,,Stirling Council,Stirling,,,18-06-05,,S12000030,,,00-RG,00RG,7000000000030500,,
local-authority-sct,WDU,local-authority-sct:WDU,,,,West Dunbartonshire Council,West Dunbartonshire,,,18-06-05,,S12000039,,,00-QG,00QG,7000000000036540,,
local-authority-sct,WLN,local-authority-sct:WLN,,,,West Lothian Council,West Lothian,,,18-06-05,,S12000040,,,00-RH,00RH,7000000000030630,,
local-authority-sct,ZET,local-authority-sct:ZET,,,,Shetland Islands Council,Shetland Islands,,,18-06-05,,S12000027,,,00-RD,00RD,7000000000030510,,
local-authority-wls,AGY,local-authority-wls:AGY,,,,Isle of Anglesey County Council,Isle of Anglesey,Sir Ynys Môn,,01-04-96,,W06000001,,,00-NA,00NA,7000000000025480,,
local-authority-wls,BGE,local-authority-wls:BGE,,,,Bridgend County Borough Council,Bridgend,Pen-y-bont ar Ogwr,,01-04-96,,W06000013,,,00-PB,00PB,7000000000025490,,
local-authority-wls,BGW,local-authority-wls:BGW,,,,Blaenau Gwent County Borough Council,Blaenau Gwent,Blaenau Gwent,,01-04-96,,W06000019,,,00-PL,00PL,7000000000025490,,
local-authority-wls,CAY,local-authority-wls:CAY,,,,Caerphilly County Borough Council,Caerphilly,Caerffili,,01-04-96,,W06000018,,,00-PK,00PK,7000000000025490,,
local-authority-wls,CGN,local-authority-wls:CGN,,,,Ceredigion County Council,Ceredigion,Ceredigion,,01-04-96,,W06000008,,,00-NQ,00NQ,7000000000025480,,
local-authority-wls,CMN,local-authority-wls:CMN,,,,Carmarthenshire County Council,Carmarthenshire,Sir Gaerfyrddin,,01-04-96,,W06000010,,,00-NU,00NU,7000000000025480,,
local-authority-wls,CRF,local-authority-wls:CRF,,,,City of Cardiff Council,Cardiff,Caerdydd,The City of Cardiff Council,01-04-96,,W06000015,,,00-PT,00PT,7000000000025480,,
local-authority-wls,CWY,local-authority-wls:CWY,,,,Conwy County Borough Council,Conwy,Conwy,,01-04-96,,W06000003,,,00-NE,00NE,7000000000025490,,
local-authority-wls,DEN,local-authority-wls:DEN,,,,Denbighshire County Council,Denbighshire,Sir Ddinbych,,01-04-96,,W06000004,,,00-NG,00NG,7000000000025480,,
local-authority-wls,FLN,local-authority-wls:FLN,,,,Flintshire County Council,Flintshire,Sir y Fflint,,01-04-96,,W06000005,,,00-NJ,00NJ,7000000000025770,,
local-authority-wls,GWN,local-authority-wls:GWN,,,,Gwynedd Council,Gwynedd,Gwynedd,,01-04-96,,W06000002,,,00-NC,00NC,7000000000025480,,
local-authority-wls,MON,local-authority-wls:MON,,,,Monmouthshire County Council,Monmouthshire,Sir Fynwy,,01-04-96,,W06000021,,,00-PP,00PP,7000000000025480,,
local-authority-wls,MTY,local-authority-wls:MTY,,,,Merthyr Tydfil County Borough Council,Merthyr Tydfil,Merthyr Tudful,,01-04-96,,W06000024,,,00-PH,00PH,7000000000025490,,
local-authority-wls,NTL,local-authority-wls:NTL,,,,Neath Port Talbot County Borough Council,Neath Port Talbot,Castell-nedd Port Talbot,,01-04-96,,W06000012,,,00-NZ,00NZ,7000000000025490,,
local-authority-wls,NWP,local-authority-wls:NWP,,,,Newport City Council,Newport,Casnewydd,,01-04-96,,W06000022,,,00-PR,00PR,7000000000044420,,
local-authority-wls,PEM,local-authority-wls:PEM,,,,Pembrokeshire County Council,Pembrokeshire,Sir Benfro,,01-04-96,,W06000009,,,00-NS,00NS,7000000000025490,,
local-authority-wls,POW,local-authority-wls:POW,,,,Powys County Council,Powys,Powys,,01-04-96,,W06000023,,,00-NN,00NN,7000000000025490,,
local-authority-wls,RCT,local-authority-wls:RCT,,,,Rhondda Cynon Taf County Borough Council,Rhondda Cynon Taff,,,01-04-96,,W06000016,,,00-PF,00PF,7000000000025500,,
local-authority-wls,SWA,local-authority-wls:SWA,,,,City and County of Swansea Council,Swansea,Abertawe,City and County of Swansea,01-04-96,,W06000011,,,00-NX,00NX,7000000000025490,,
local-authority-wls,TOF,local-authority-wls:TOF,,,,Torfaen County Borough Council,Torfaen,Tor-faen,,01-04-96,,W06000020,,,00-PM,00PM,7000000000044420,,
local-authority-wls,VGL,local-authority-wls:VGL,,,,Vale of Glamorgan Council,The Vale of Glamorgan,Bro Morgannwg,,01-04-96,,W06000014,,,00-PD,00PD,7000000000025500,,
local-authority-wls,WRX,local-authority-wls:WRX,,,,Wrexham County Borough Council,Wrexham,Wrecsam,,01-04-96,,W06000006,,,00-NL,00NL,7000000000025830,,
local-authority-nir,ABC,local-authority-nir:ABC,,,,"Armagh City, Banbridge and Craigavon Borough Council","Armagh City, Banbridge and Craigavon",,,01-04-15,,N09000002,,,95-OQN,,,,
local-authority-nir,AND,local-authority-nir:AND,,,,Ards and North Down Borough Council,Ards and North Down,,,01-04-15,,N09000011,,,95-WX,,,,
local-authority-nir,ANN,local-authority-nir:ANN,,,,Antrim and Newtownabbey Borough Council,Antrim and Newtownabbey,,,01-04-15,,N09000001,,,95-TU,,,,
local-authority-nir,BFS,local-authority-nir:BFS,,,,Belfast City Council,Belfast,,,01-04-15,,N09000003,,,95-Z,95Z,,,
local-authority-nir,CCG,local-authority-nir:CCG,,,,Causeway Coast and Glens Borough Council,Causeway Coast and Glens,,,01-04-15,,N09000004,,,95-BCDE,,,,
local-authority-nir,DRS,local-authority-nir:DRS,,,,Derry City and Strabane District Council,Derry City and Strabane,,,01-04-15,,N09000005,,,95-AJ,,,,
local-authority-nir,FMO,local-authority-nir:FMO,,,,Fermanagh and Omagh District Council,Fermanagh and Omagh,,,01-04-15,,N09000006,,,95-LK,,,,
local-authority-nir,LBC,local-authority-nir:LBC,,,,Lisburn and Castlereagh City Council,Lisburn and Castlereagh,,,01-04-15,,N09000007,,,95-SY,,,,
local-authority-nir,MEA,local-authority-nir:MEA,,,,Mid and East Antrim Borough Council,Mid and East Antrim,,,01-04-15,,N09000008,,,95-FGV,,,,
local-authority-nir,MUL,local-authority-nir:MUL,,,,Mid Ulster District Council,Mid Ulster,Mid-Ulster District Council,,01-04-15,,N09000009,,,95-HIM,,,,
local-authority-nir,NMD,local-authority-nir:NMD,,,,"Newry, Mourne and Down District Council","Newry, Mourne and Down ",,,01-04-15,,N09000010,,,95-PR,,,,
local-authority-nir,NIR-A,local-authority-nir:NIR-A,,,,Derry City Council,Derry,,,,31-03-15,,,,,95A,,,
local-authority-nir,NIR-B,local-authority-nir:NIR-B,,,,Limavady Borough Council,Limavady,,,,31-03-15,,,,,95B,,,
local-authority-nir,NIR-C,local-authority-nir:NIR-C,,,,Coleraine Borough Council,Coleraine,,,,31-03-15,,,,,95C,,,
local-authority-nir,NIR-D,local-authority-nir:NIR-D,,,,Ballymoney Borough Council,Ballymoney,,,,31-03-15,,,,,95D,,,
local-authority-nir,NIR-E,local-authority-nir:NIR-E,,,,Moyle District Council,Moyle,,,,31-03-15,,,,,95E,,,
local-authority-nir,NIR-F,local-authority-nir:NIR-F,,,,Larne Borough Council,Larne,,,,31-03-15,,,,,95F,,,
local-authority-nir,NIR-G,local-authority-nir:NIR-G,,,,Ballymena Borough Council,Ballymena,,,,31-03-15,,,,,95G,,,
local-authority-nir,NIR-H,local-authority-nir:NIR-H,,,,Magherafelt District Council,Magherafelt,,,,31-03-15,,,,,95H,,,
local-authority-nir,NIR-I,local-authority-nir:NIR-I,,,,Cookstown District Council,Cookstown,,,,31-03-15,,,,,95I,,,
local-authority-nir,NIR-J,local-authority-nir:NIR-J,,,,Strabane District Council,Strabane,,,,31-03-15,,,,,95J,,,
local-authority-nir,NIR-K,local-authority-nir:NIR-K,,,,Omagh District Council,Omagh,,,,31-03-15,,,,,95K,,,
local-authority-nir,NIR-L,local-authority-nir:NIR-L,,,,Fermanagh District Council,Fermanagh,,,,31-03-15,,,,,95L,,,
local-authority-nir,NIR-M,local-authority-nir:NIR-M,,,,Dungannon and South Tyrone Borough Council,Dungannon and South Tyrone,,,,31-03-15,,,,,95M,,,
local-authority-nir,NIR-N,local-authority-nir:NIR-N,,,,Craigavon Borough Council,Craigavon,,,,31-03-15,,,,,95N,,,
local-authority-nir,NIR-O,local-authority-nir:NIR-O,,,,Armagh City and District Council,Armagh City,,,,31-03-15,,,,,95O,,,
local-authority-nir,NIR-P,local-authority-nir:NIR-P,,,,Newry and Mourne District Council,Newry and Mourne,,,,31-03-15,,,,,95P,,,
local-authority-nir,NIR-Q,local-authority-nir:NIR-Q,,,,Banbridge District Council,Banbridge,,,,31-03-15,,,,,95Q,,,
local-authority-nir,NIR-R,local-authority-nir:NIR-R,,,,Down District Council,Down,,,,31-03-15,,,,,95R,,,
local-authority-nir,NIR-S,local-authority-nir:NIR-S,,,,Lisburn City Council,Lisburn,,,,31-03-15,,,,,95S,,,
local-authority-nir,NIR-T,local-authority-nir:NIR-T,,,,Antrim Borough Council,Antrim,,,,31-03-15,,,,,95T,,,
local-authority-nir,NIR-U,local-authority-nir:NIR-U,,,,Newtownabbey Borough Council,Newtownabbey,,,,31-03-15,,,,,95U,,,
local-authority-nir,NIR-V,local-authority-nir:NIR-V,,,,Carrickfergus Borough Council,Carrickfergus,,,,31-03-15,,,,,95V,,,
local-authority-nir,NIR-W,local-authority-nir:NIR-W,,,,North Down Borough Council,North Down,,,,31-03-15,,,,,95W,,,
local-authority-nir,NIR-X,local-authority-nir:NIR-X,,,,Ards Borough Council,Ards,,,,31-03-15,,,,,95X,,,
local-authority-nir,NIR-Y,local-authority-nir:NIR-Y,,,,Castlereagh Borough Council,Castlereagh,,,,31-03-15,,,,,95Y,,,
